time,temperature,load,vibration,status
14.72,28.63,2.16,0.97,failure
14.74,28.69,2.3,0.93,failure
14.76,28.57,2.39,0.89,failure
14.78,28.15,2.24,0.93,failure
14.8,28.23,2.1,0.89,failure
14.82,28.25,2,0.94,failure
14.84,28.01,2,0.92,failure
14.86,28.49,2,0.87,failure
14.88,28.69,2,0.92,failure
14.9,28.76,2.12,0.88,failure
14.92,29.08,2.14,0.85,failure
14.94,28.72,2.24,0.84,failure
14.96,28.26,2.16,0.86,failure
14.98,28.07,2.1,0.83,failure
15.0,28.12,2.17,0.86,failure
15.02,28.37,2,0.84,failure
15.04,28.47,2.2,0.86,failure
15.06,28.76,2.37,0.86,failure
15.08,29.17,2.42,0.88,failure
15.1,29.22,2.28,0.9,failure
15.12,28.82,2.47,0.94,normal
15.14,29.21,2.28,0.96,failure
15.16,29.08,2.35,0.96,failure
15.18,29.28,2.54,0.93,failure
15.2,29.61,2.51,0.95,failure
15.22,29.53,2.46,0.97,failure
15.24,29.04,2.52,1.0,failure
15.26,29.29,2.67,0.99,failure
15.28,28.83,2.67,0.97,failure
15.3,28.36,2.68,1.0,failure
15.32,28.57,2.6,0.99,failure
15.34,28.28,2.47,1.0,failure
15.36,27.85,2.29,0.96,failure
15.38,27.82,2.21,0.96,failure
15.4,27.39,2.22,0.92,failure
15.42,26.95,2.38,0.88,failure
15.44,26.77,2.24,0.92,failure
15.46,26.32,2.37,0.97,failure
15.48,26.36,2.27,0.95,failure
15.5,26.53,2.19,0.98,failure
15.52,26.99,2.22,1.0,failure
15.54,27.12,2.1,1.0,failure
15.56,27.42,2,0.97,failure
15.58,27.69,2,1.0,failure
15.6,27.35,2.15,1.0,failure
15.62,26.95,2.28,1.0,failure
15.64,26.98,2.4,0.96,failure
15.66,26.73,2.51,0.95,failure
15.68,26.82,2.34,0.93,failure
15.7,27.24,2.2,0.89,failure
15.72,27.3,2.21,0.93,failure
15.74,27.43,2.35,0.92,failure
15.76,27.83,2.47,0.94,failure
15.78,27.46,2.65,0.91,failure
15.8,27.3,2.64,0.92,failure
15.82,27.74,2.75,0.91,failure
15.84,28.07,2.78,0.95,failure
15.86,27.83,2.96,0.94,failure
15.88,27.74,3.11,0.96,failure
15.9,27.91,3.1,1.0,failure
15.92,28.34,2.92,1.0,failure
15.94,28.23,3.05,0.96,failure
15.96,28.33,2.89,0.98,failure
15.98,28.74,2.78,0.96,failure
16.0,29.04,2.61,0.93,failure
16.02,28.7,2.72,0.93,failure
16.04,29.05,2.55,0.95,failure
16.06,29.25,2.55,0.95,failure
16.08,29.08,2.68,0.94,failure
16.1,29.32,2.54,0.92,failure
16.12,29.41,2.62,0.88,failure
16.14,29.56,2.73,0.84,failure
16.16,29.12,2.73,0.88,failure
16.18,28.87,2.67,0.91,failure
16.2,28.51,2.78,0.96,failure
16.22,28.61,2.86,0.97,failure
16.24,28.98,3.06,1.0,failure
16.26,28.8,3.19,0.99,failure
16.28,28.54,3.16,1.0,failure
16.3,28.69,3.28,0.99,failure
16.32,28.94,3.26,1.0,failure
16.34,28.47,3.43,0.97,failure
16.36,28.79,3.53,0.95,failure
16.38,29.28,3.52,0.98,failure
16.4,28.86,3.39,0.93,failure
16.42,28.36,3.41,0.93,failure
16.44,28.54,3.45,0.94,failure
16.46,28.2,3.5,0.95,failure
16.48,28.63,3.57,0.93,failure
16.5,29.01,3.64,0.97,failure
16.52,28.83,3.54,0.95,failure
16.54,29.07,3.62,0.96,failure
16.56,29.51,3.52,0.94,failure
16.58,29.39,3.59,0.99,failure
16.6,28.96,3.61,1.0,failure
16.62,28.82,3.57,1.0,failure
16.64,29.1,3.51,0.97,failure
16.66,29.41,3.38,0.94,failure
16.68,28.99,3.24,0.98,failure
16.7,28.61,3.44,0.98,failure
16.72,28.52,3.25,1.0,failure
16.74,28.49,3.11,0.99,failure
16.76,28.12,3.23,0.96,failure
16.78,27.62,3.34,0.97,failure
16.8,27.37,3.21,0.95,failure
16.82,27.26,3.2,0.98,failure
16.84,27.17,3.07,1.0,failure
16.86,27.03,3.26,0.97,failure
16.88,27.23,3.1,1.0,failure
16.9,27.59,2.98,1.0,failure
16.92,27.28,3.17,1.0,failure
16.94,27.21,3.16,1.0,failure
16.96,27.08,3.0,0.97,failure
16.98,26.64,3.18,0.94,failure
17.0,26.68,3.23,0.89,failure
17.02,26.41,3.31,0.84,failure
17.04,26.15,3.32,0.84,failure
17.06,25.86,3.45,0.85,failure
17.08,25.44,3.59,0.86,failure
17.1,25.12,3.73,0.83,failure
17.12,25.31,3.86,0.8,normal
17.14,24.85,3.9,0.83,failure
17.16,24.42,3.8,0.78,failure
17.18,24.92,3.78,0.73,failure
17.2,24.77,3.92,0.74,failure
17.22,24.43,3.82,0.72,failure
17.24,24.6,3.94,0.77,failure
17.26,24.67,3.94,0.73,failure
17.28,24.58,3.91,0.71,failure
17.3,24.73,3.94,0.73,failure
17.32,24.91,3.87,0.69,failure
17.34,24.5,3.87,0.73,failure
17.36,24.21,3.82,0.72,failure
17.38,23.91,3.77,0.68,failure
17.4,24.27,3.59,0.65,failure
17.42,24.35,3.62,0.69,failure
17.44,24.53,3.7,0.74,failure
17.46,24.56,3.54,0.75,failure
17.48,24.87,3.5,0.71,failure
17.5,25.19,3.66,0.66,failure
17.52,24.79,3.56,0.7,failure
17.54,24.41,3.41,0.72,failure
17.56,24.25,3.6,0.72,failure
17.58,23.86,3.68,0.73,failure
17.6,24.12,3.78,0.74,failure
17.62,23.84,3.83,0.71,failure
17.64,23.62,3.74,0.72,failure
17.66,23.53,3.55,0.75,failure
17.68,23.24,3.59,0.71,failure
17.7,23.06,3.74,0.76,failure
17.72,22.78,3.88,0.74,failure
17.74,22.35,3.79,0.72,failure
17.76,22.03,3.97,0.73,failure
17.78,21.81,3.89,0.68,failure
17.8,21.88,3.99,0.64,failure
17.82,21.8,4.07,0.63,failure
17.84,21.71,4.02,0.6,failure
17.86,21.6,4.0,0.63,failure
17.88,21.4,3.92,0.61,failure
17.9,21.83,3.84,0.57,failure
17.92,22.29,3.72,0.61,failure
17.94,22.54,3.69,0.61,failure
17.96,22.74,3.68,0.57,failure
17.98,22.98,3.6,0.62,failure
18.0,23.33,3.79,0.62,failure
18.02,23.09,3.71,0.65,failure
18.04,23.22,3.86,0.67,failure
18.06,22.92,3.96,0.65,failure
18.08,22.82,3.91,0.62,failure
18.1,23.24,3.75,0.61,failure
18.12,23.63,3.71,0.63,failure
18.14,24.1,3.75,0.62,failure
18.16,24.6,3.94,0.6,failure
18.18,24.35,3.87,0.64,failure
18.2,24.44,3.74,0.68,failure
18.22,24.83,3.89,0.68,failure
18.24,25.13,3.93,0.66,failure
18.26,25.37,3.9,0.65,failure
18.28,24.92,3.7,0.65,failure
18.3,24.64,3.53,0.7,failure
18.32,24.32,3.68,0.73,failure
18.34,24.0,3.49,0.76,failure
18.36,24.37,3.55,0.75,failure
18.38,24.62,3.65,0.78,failure
18.4,24.54,3.63,0.75,failure
18.42,24.47,3.71,0.76,failure
18.44,24.18,3.77,0.8,failure
18.46,24.38,3.96,0.81,failure
18.48,24.69,3.83,0.79,failure
18.5,24.38,3.95,0.81,failure
18.52,24.1,3.95,0.84,failure
18.54,24.12,4.14,0.79,failure
18.56,24.41,3.97,0.84,failure
18.58,24.59,3.81,0.81,failure
18.6,24.24,3.82,0.83,failure
18.62,24.02,3.88,0.78,failure
18.64,24.12,3.74,0.76,failure
18.66,24.37,3.68,0.78,failure
18.68,24.86,3.84,0.74,failure
18.7,25.35,3.9,0.73,failure
18.72,24.95,4.01,0.73,failure
18.74,24.91,3.9,0.74,failure
18.76,24.99,3.87,0.74,failure
18.78,24.98,3.68,0.7,failure
18.8,25.01,3.83,0.65,failure
18.82,25.46,3.79,0.7,failure
18.84,25.05,3.78,0.69,failure
18.86,24.78,3.73,0.65,failure
18.88,24.84,3.81,0.69,failure
18.9,24.5,3.65,0.74,failure
18.92,24.21,3.73,0.73,failure
18.94,24.16,3.88,0.76,failure
18.96,24.35,4.05,0.8,failure
18.98,24.84,4.22,0.82,failure
19.0,25.23,4.26,0.82,failure
19.02,25.48,4.21,0.86,failure
19.04,25.51,4.36,0.88,failure
19.06,25.18,4.18,0.9,failure
19.08,25.67,4.12,0.87,failure
19.1,25.58,3.92,0.86,failure
19.12,25.82,3.96,0.81,normal
19.14,25.46,3.82,0.77,normal
19.16,25.66,3.77,0.8,failure
19.18,25.63,3.97,0.78,failure
19.2,25.7,3.82,0.77,failure
19.22,25.65,3.8,0.73,failure
19.24,26.15,3.99,0.69,failure
19.26,26.54,4.09,0.64,failure
19.28,26.17,4.02,0.63,failure
19.3,25.71,3.9,0.6,failure
19.32,25.5,3.99,0.55,failure
19.34,25.4,3.79,0.51,failure
19.36,25.84,3.6,0.56,failure
19.38,25.95,3.43,0.52,failure
19.4,25.68,3.51,0.56,failure
19.42,25.4,3.59,0.55,failure
19.44,25.77,3.44,0.58,failure
19.46,26.26,3.33,0.55,failure
19.48,26.62,3.49,0.55,failure
19.5,26.38,3.6,0.57,failure
19.52,26.23,3.46,0.57,failure
19.54,26.36,3.3,0.53,failure
19.56,26.17,3.22,0.54,failure
19.58,26.48,3.42,0.49,failure
19.6,26.38,3.61,0.5,failure
19.62,25.92,3.59,0.45,failure
19.64,25.5,3.6,0.49,failure
19.66,25.53,3.74,0.46,failure
19.68,25.54,3.92,0.41,failure
19.7,25.35,3.85,0.4,failure
19.72,25.59,3.94,0.35,failure
19.74,25.53,3.83,0.4,failure
19.76,25.87,3.9,0.38,failure
19.78,26.16,3.71,0.36,failure
19.8,26.07,3.79,0.38,failure
19.82,26.41,3.74,0.33,failure
19.84,26.26,3.94,0.33,failure
19.86,25.83,4.08,0.37,failure
19.88,25.54,4.26,0.33,failure
19.9,25.91,4.2,0.32,failure
19.92,25.83,4.14,0.33,failure
19.94,25.7,4.12,0.35,failure
19.96,26.03,3.94,0.31,failure
19.98,26.36,3.81,0.32,failure
20.0,26.37,3.84,0.37,failure
20.02,26.75,4.03,0.38,failure
20.04,26.95,4.15,0.39,failure
20.06,26.94,4.0,0.35,failure
20.08,26.7,3.85,0.33,failure
20.1,26.75,3.92,0.34,failure
20.12,26.93,3.97,0.38,failure
20.14,26.86,3.79,0.33,failure
20.16,27.1,3.74,0.36,failure
20.18,27.46,3.91,0.35,failure
20.2,27.39,3.95,0.34,failure
20.22,26.97,3.83,0.37,failure
20.24,27.02,3.99,0.39,failure
20.26,27.13,3.97,0.38,failure
20.28,27.32,3.87,0.39,failure
20.3,27.0,3.96,0.42,failure
20.32,26.75,3.87,0.45,failure
20.34,26.96,3.96,0.42,failure
20.36,27.23,4.12,0.38,failure
20.38,27.38,4.3,0.4,failure
20.4,27.73,4.12,0.41,failure
20.42,27.55,4.22,0.45,failure
20.44,27.9,4.2,0.45,failure
20.46,28.03,4.12,0.48,failure
20.48,27.66,3.95,0.49,failure
20.5,27.95,3.76,0.49,failure
20.52,28.06,3.93,0.47,failure
20.54,27.69,3.78,0.44,failure
20.56,27.79,3.61,0.46,failure
20.58,27.81,3.41,0.41,failure
20.6,27.92,3.33,0.4,failure
20.62,27.97,3.29,0.38,failure
20.64,28.09,3.29,0.41,failure
20.66,28.14,3.49,0.43,failure
20.68,27.77,3.48,0.42,failure
20.7,27.54,3.44,0.46,failure
20.72,27.16,3.31,0.48,failure
20.74,26.72,3.25,0.45,failure
20.76,26.32,3.1,0.43,failure
20.78,25.93,3.02,0.41,failure
20.8,25.71,3.11,0.37,failure
20.82,26.05,3.1,0.36,failure
20.84,25.94,3.07,0.34,failure
20.86,25.46,3.03,0.32,failure
20.88,25.56,2.93,0.36,failure
20.9,25.3,3.06,0.35,failure
20.92,25.4,3.17,0.33,failure
20.94,25.35,3.02,0.37,failure
20.96,25.41,2.95,0.34,failure
20.98,25.1,2.98,0.38,failure
21.0,24.76,3.14,0.36,failure
21.02,24.52,3.01,0.37,failure
21.04,24.03,3.14,0.4,failure
21.06,24.49,3.07,0.39,failure
21.08,24.64,3.24,0.41,failure
21.1,24.39,3.23,0.42,failure
21.12,24.0,3.2,0.41,failure
21.14,23.88,3.17,0.37,normal
21.16,24.31,3.09,0.37,normal
21.18,24.68,3.26,0.36,normal
21.2,24.95,3.32,0.37,normal
21.22,25.38,3.32,0.38,normal
21.24,25.43,3.28,0.34,normal
21.26,25.7,3.32,0.38,normal
21.28,25.92,3.45,0.34,normal
21.3,26.04,3.42,0.36,normal
21.32,26.52,3.4,0.39,normal
21.34,27.0,3.57,0.36,normal
21.36,27.46,3.58,0.31,normal
21.38,27.95,3.62,0.35,normal
21.4,28.19,3.63,0.34,normal
21.42,28.09,3.49,0.37,normal
21.44,28.17,3.45,0.4,normal
21.46,28.09,3.6,0.37,normal
21.48,28.23,3.76,0.37,normal
21.5,28.4,3.73,0.4,normal
21.52,28.15,3.58,0.43,normal
21.54,28.41,3.4,0.39,normal
21.56,28.18,3.44,0.43,normal
21.58,28.6,3.57,0.45,normal
21.6,28.44,3.7,0.42,normal
21.62,28.38,3.54,0.41,normal
21.64,28.46,3.7,0.38,normal
21.66,28.46,3.73,0.37,normal
21.68,28.66,3.8,0.38,normal
21.7,28.52,3.83,0.42,normal
21.72,28.04,3.74,0.46,normal
21.74,27.72,3.77,0.49,normal
21.76,27.98,3.94,0.46,normal
21.78,28.32,4.07,0.48,normal
21.8,28.05,4.19,0.5,normal
21.82,28.23,4.05,0.53,normal
21.84,28.47,3.96,0.56,normal
21.86,28.68,3.88,0.52,normal
21.88,28.74,3.98,0.56,normal
21.9,28.92,3.79,0.57,normal
21.92,28.94,3.72,0.6,normal
21.94,29.05,3.79,0.65,normal
21.96,29.12,3.87,0.64,normal
21.98,28.8,3.81,0.67,normal
22.0,28.33,3.86,0.64,normal
22.02,28.0,3.74,0.66,normal
22.04,28.3,3.54,0.64,normal
22.06,28.16,3.52,0.61,normal
22.08,27.8,3.36,0.59,normal
22.1,27.65,3.55,0.62,normal
22.12,27.37,3.49,0.64,normal
22.14,26.88,3.59,0.59,normal
22.16,27.26,3.53,0.62,normal
22.18,26.82,3.41,0.66,normal
22.2,27.28,3.36,0.64,normal
22.22,27.07,3.43,0.62,normal
22.24,26.99,3.54,0.58,normal
22.26,26.7,3.72,0.55,normal
22.28,26.79,3.82,0.51,normal
22.3,26.94,3.73,0.52,normal
22.32,27.14,3.69,0.51,normal
22.34,27.13,3.49,0.55,normal
22.36,27.03,3.42,0.59,normal
22.38,26.93,3.42,0.56,normal
22.4,27.27,3.49,0.58,normal
22.42,27.22,3.46,0.62,normal
22.44,26.98,3.49,0.59,normal
22.46,26.58,3.43,0.55,normal
22.48,26.35,3.23,0.55,normal
22.5,26.26,3.19,0.52,normal
22.52,26.37,3.36,0.56,normal
22.54,26.37,3.55,0.52,normal
22.56,25.98,3.58,0.49,normal
22.58,26.28,3.69,0.53,normal
22.6,26.41,3.6,0.53,normal
22.62,26.26,3.69,0.54,normal
22.64,26.36,3.74,0.52,normal
22.66,26.54,3.68,0.57,normal
22.68,26.71,3.56,0.52,normal
22.7,27.13,3.44,0.56,normal
22.72,27.39,3.43,0.57,normal
22.74,27.48,3.35,0.58,normal
22.76,27.47,3.17,0.61,normal
22.78,27.17,3.11,0.59,normal
22.8,27.53,3.05,0.59,normal
22.82,27.06,3.18,0.64,normal
22.84,26.61,3.14,0.6,normal
22.86,26.4,3.05,0.6,normal
22.88,26.26,3.06,0.56,normal
22.9,26.35,2.89,0.54,normal
22.92,26.09,2.93,0.51,normal
22.94,26.3,3.08,0.46,normal
22.96,26.68,3.1,0.44,normal
22.98,27.06,3.27,0.43,normal
23.0,27.46,3.38,0.39,normal
23.02,27.92,3.44,0.34,normal
23.04,28.41,3.26,0.3,normal
23.06,28.8,3.28,0.3,normal
23.08,28.47,3.21,0.34,normal
23.1,28.54,3.13,0.38,normal
23.12,29.03,2.97,0.38,normal
23.14,28.75,3.06,0.41,normal
23.16,28.85,3.06,0.38,normal
23.18,29.17,3.15,0.41,normal
23.2,29.47,3.33,0.42,normal
23.22,29.89,3.39,0.4,normal
23.24,30.06,3.34,0.39,normal
23.26,29.62,3.42,0.36,normal
23.28,29.51,3.54,0.31,normal
23.3,29.75,3.62,0.36,normal
23.32,30.03,3.72,0.39,normal
23.34,30.23,3.78,0.37,normal
23.36,30.55,3.6,0.41,normal
23.38,30.06,3.55,0.42,normal
23.4,30.46,3.48,0.43,normal
23.42,30.65,3.45,0.44,normal
23.44,30.88,3.35,0.47,normal
23.46,30.55,3.43,0.5,normal
23.48,30.48,3.25,0.52,normal
23.5,30.01,3.35,0.54,normal
23.52,29.94,3.54,0.53,normal
23.54,29.96,3.72,0.52,normal
23.56,30.02,3.86,0.48,normal
23.58,29.74,3.76,0.44,normal
23.6,29.4,3.8,0.4,normal
23.62,29.66,3.95,0.45,normal
23.64,29.58,3.78,0.48,normal
23.66,30.03,3.84,0.53,normal
23.68,29.59,3.7,0.55,normal
23.7,29.62,3.83,0.59,normal
23.72,29.53,3.89,0.55,normal
23.74,29.6,3.9,0.59,normal
23.76,30.06,3.97,0.58,normal
23.78,29.78,3.99,0.62,normal
23.8,30.28,4.02,0.65,normal
23.82,30.23,4.21,0.64,normal
23.84,30.28,4.22,0.68,normal
23.86,30.3,4.2,0.7,normal
23.88,30.79,4.13,0.7,normal
23.9,30.8,4.28,0.71,normal
23.92,31.03,4.47,0.74,normal
23.94,31.07,4.44,0.74,normal
23.96,31.47,4.55,0.76,normal
23.98,31.85,4.56,0.79,normal
24.0,31.46,4.41,0.77,normal
24.02,31.8,4.49,0.82,failure
24.04,31.88,4.41,0.77,failure
24.06,31.87,4.38,0.78,failure
24.08,32.21,4.33,0.82,failure
24.1,32.3,4.25,0.84,failure
24.12,32.19,4.27,0.86,failure
24.14,31.72,4.08,0.89,failure
24.16,31.4,4.1,0.91,failure
24.18,31.24,4.21,0.89,failure
24.2,31.42,4.25,0.94,failure
24.22,31.47,4.15,0.97,failure
24.24,31.33,4.02,0.92,failure
24.26,30.95,4.15,0.89,failure
24.28,30.66,4.31,0.88,failure
24.3,30.82,4.46,0.88,failure
24.32,31.09,4.35,0.92,failure
24.34,31.52,4.35,0.96,failure
24.36,31.69,4.24,0.96,failure
24.38,32.11,4.4,1.0,failure
24.4,31.97,4.31,0.98,failure
24.42,31.85,4.27,1.0,failure
24.44,31.58,4.07,1.0,failure
24.46,32.06,3.93,1.0,failure
24.48,32.39,3.99,1.0,failure
24.5,32.14,4.08,1.0,failure
24.52,31.82,4.12,1.0,failure
24.54,31.34,4.05,0.98,failure
24.56,31.82,3.97,0.97,failure
24.58,31.94,4.04,1.0,failure
24.6,31.77,4.03,1.0,failure
24.62,31.89,4.03,1.0,failure
24.64,32.02,4.19,0.99,failure
24.66,32.37,4.19,0.94,failure
24.68,32.59,4.37,0.96,failure
24.7,33.02,4.27,0.94,failure
24.72,33.47,4.44,0.94,failure
24.74,33.64,4.34,0.93,failure
24.76,33.95,4.38,0.9,failure
24.78,34.37,4.28,0.86,failure
24.8,34.59,4.1,0.9,failure
24.82,35.04,3.94,0.85,failure
24.84,35.17,3.91,0.87,failure
24.86,35.4,3.75,0.86,failure
24.88,35.57,3.81,0.89,failure
24.9,35.19,3.88,0.86,failure
24.92,34.74,3.84,0.81,failure
24.94,34.4,3.65,0.84,failure
24.96,34.47,3.67,0.88,failure
24.98,34.31,3.57,0.9,failure
25.0,34.42,3.62,0.92,failure
25.02,34.85,3.66,0.94,failure
25.04,34.47,3.58,0.96,failure
25.06,34.04,3.39,0.96,failure
25.08,33.93,3.58,0.99,failure
25.1,33.49,3.75,1.0,failure
25.12,33.98,3.76,1.0,failure
25.14,34.31,3.94,0.99,failure
25.16,34.0,3.74,0.96,failure
25.18,33.69,3.74,0.97,failure
25.2,34.12,3.86,1.0,failure
25.22,33.66,4.0,0.99,failure
25.24,33.43,4.02,1.0,failure
25.26,33.29,4.07,1.0,failure
25.28,32.92,4.1,0.98,failure
25.3,32.94,3.98,0.97,failure
25.32,32.8,3.97,0.94,failure
25.34,32.84,4.06,0.97,failure
25.36,32.66,3.88,1.0,failure
25.38,32.65,3.85,0.98,failure
25.4,32.25,4.04,0.98,failure
25.42,32.08,4.11,1.0,failure
25.44,32.19,4.24,0.99,failure
25.46,31.92,4.21,0.94,failure
25.48,31.64,4.09,0.91,failure
25.5,31.74,4.26,0.95,failure
25.52,31.44,4.38,0.97,failure
25.54,31.58,4.47,0.98,failure
25.56,31.59,4.43,0.94,failure
25.58,31.13,4.37,0.89,failure
25.6,31.09,4.54,0.9,failure
25.62,30.75,4.39,0.86,failure
25.64,30.96,4.28,0.81,failure
25.66,30.46,4.38,0.79,failure
25.68,30.64,4.33,0.78,failure
25.7,30.44,4.3,0.78,failure
25.72,30.07,4.13,0.82,failure
25.74,29.86,4.15,0.84,failure
25.76,30.27,4.04,0.83,failure
25.78,30.05,4.08,0.87,failure
25.8,29.79,4.13,0.85,failure
25.82,29.81,4.03,0.88,failure
25.84,29.66,3.91,0.88,failure
25.86,29.4,3.75,0.9,failure
25.88,29.88,3.66,0.9,failure
25.9,30.15,3.86,0.94,failure
25.92,30.05,3.66,0.95,failure
25.94,30.43,3.49,0.92,failure
25.96,30.3,3.3,0.92,failure
25.98,30.7,3.27,0.93,failure
26.0,30.63,3.31,0.95,normal
26.02,30.28,3.35,0.9,failure
26.04,30.04,3.43,0.87,failure
26.06,29.94,3.51,0.84,failure
26.08,29.71,3.61,0.88,failure
26.1,29.63,3.65,0.91,failure
26.12,29.74,3.66,0.87,failure
26.14,29.57,3.48,0.88,failure
26.16,29.35,3.6,0.85,failure
26.18,29.01,3.73,0.86,failure
26.2,29.49,3.87,0.82,failure
26.22,29.37,3.76,0.77,failure
26.24,29.28,3.72,0.75,failure
26.26,28.99,3.77,0.78,failure
26.28,29.26,3.77,0.79,failure
26.3,29.33,3.63,0.84,failure
26.32,28.9,3.66,0.82,failure
26.34,29.34,3.55,0.85,failure
26.36,29.15,3.37,0.84,failure
26.38,28.81,3.38,0.85,failure
26.4,28.56,3.29,0.83,failure
26.42,28.95,3.42,0.78,failure
26.44,29.25,3.24,0.75,failure
26.46,29.25,3.09,0.7,failure
26.48,29.62,3.29,0.66,failure
26.5,29.52,3.19,0.61,failure
26.52,29.08,3.38,0.58,failure
26.54,29.05,3.38,0.55,failure
26.56,28.97,3.31,0.56,failure
26.58,28.6,3.38,0.51,failure
26.6,29.03,3.35,0.54,failure
26.62,29.06,3.31,0.5,failure
26.64,29.05,3.17,0.53,failure
26.66,28.95,3.35,0.52,failure
26.68,29.04,3.34,0.54,failure
26.7,29.5,3.47,0.54,failure
26.72,29.37,3.65,0.58,failure
26.74,29.61,3.59,0.54,failure
26.76,29.73,3.56,0.58,failure
26.78,29.54,3.6,0.6,failure
26.8,29.89,3.44,0.63,failure
26.82,29.57,3.54,0.58,failure
26.84,29.85,3.65,0.59,failure
26.86,29.78,3.82,0.59,failure
26.88,29.57,3.67,0.62,failure
26.9,29.64,3.57,0.63,failure
26.92,29.15,3.67,0.63,failure
26.94,29.31,3.54,0.66,failure
26.96,29.22,3.65,0.71,failure
26.98,29.59,3.54,0.71,failure
27.0,29.91,3.59,0.7,failure
27.02,29.95,3.63,0.67,failure
27.04,29.73,3.6,0.68,failure
27.06,29.65,3.59,0.71,failure
27.08,30.08,3.51,0.66,failure
27.1,30.51,3.7,0.68,failure
27.12,30.53,3.83,0.72,failure
27.14,30.72,3.72,0.75,failure
27.16,30.56,3.6,0.78,failure
27.18,31.04,3.63,0.78,failure
27.2,30.79,3.57,0.75,failure
27.22,31.17,3.52,0.77,failure
27.24,31.11,3.38,0.82,failure
27.26,30.62,3.42,0.87,failure
27.28,30.9,3.33,0.83,failure
27.3,31.3,3.4,0.84,failure
27.32,30.94,3.44,0.87,failure
27.34,30.58,3.4,0.9,failure
27.36,30.48,3.4,0.94,failure
27.38,29.99,3.52,0.98,failure
27.4,30.16,3.56,1.0,failure
27.42,29.81,3.62,1.0,failure
27.44,29.91,3.6,0.95,failure
27.46,29.9,3.43,0.97,failure
27.48,30.28,3.52,0.99,failure
27.5,30.71,3.44,1.0,failure
27.52,30.94,3.47,1.0,failure
27.54,31.35,3.34,1.0,failure
27.56,31.5,3.16,1.0,failure
27.58,31.44,3.21,1.0,failure
27.6,31.71,3.06,1.0,failure
27.62,31.74,3.24,1.0,failure
27.64,31.77,3.06,0.98,failure
27.66,31.9,3.22,0.93,failure
27.68,31.85,3.07,0.93,failure
27.7,32.34,3.2,0.89,failure
27.72,31.97,3.08,0.87,failure
27.74,31.91,3.01,0.82,failure
27.76,32.27,2.94,0.87,failure
27.78,32.71,3.11,0.89,failure
27.8,32.89,3.13,0.94,failure
27.82,33.29,2.93,0.97,failure
27.84,32.94,3.05,1.0,failure
27.86,32.51,3.11,0.95,failure
27.88,32.93,3.12,0.92,failure
27.9,32.63,3.26,0.9,failure
27.92,32.19,3.37,0.95,failure
27.94,32.33,3.46,0.98,failure
27.96,31.87,3.45,1.0,failure
27.98,31.42,3.41,1.0,failure
28.0,31.76,3.24,0.96,normal
28.02,31.68,3.18,0.97,failure
28.04,31.6,3.15,0.94,failure
28.06,31.84,3.07,0.97,failure
28.08,32.31,2.88,1.0,failure
28.1,32.56,2.72,0.96,failure
28.12,32.57,2.52,0.97,failure
28.14,32.99,2.6,0.97,failure
28.16,32.88,2.59,0.95,failure
28.18,32.86,2.64,0.91,failure
28.2,32.57,2.84,0.94,failure
28.22,32.55,2.78,0.99,failure
28.24,32.15,2.69,1.0,failure
28.26,31.92,2.55,1.0,failure
28.28,31.49,2.7,1.0,failure
28.3,31.21,2.57,0.96,failure
28.32,30.85,2.76,0.93,failure
28.34,30.58,2.76,0.96,failure
28.36,30.46,2.8,1.0,failure
28.38,30.32,2.88,0.98,failure
28.4,30.68,2.86,0.94,failure
28.42,30.38,2.71,0.94,failure
28.44,30.54,2.63,0.96,failure
28.46,30.59,2.61,0.98,failure
28.48,30.45,2.7,1.0,failure
28.5,30.83,2.78,0.98,failure
28.52,31.25,2.7,1.0,failure
28.54,31.36,2.65,1.0,failure
28.56,31.6,2.81,0.98,failure
28.58,31.13,2.69,1.0,failure
28.6,31.23,2.85,0.99,failure
28.62,31.25,2.85,0.98,failure
28.64,31.23,2.8,0.93,failure
28.66,31.49,2.84,0.91,failure
28.68,31.16,2.8,0.92,failure
28.7,31.46,2.61,0.92,failure
28.72,31.04,2.77,0.95,failure
28.74,31.04,2.62,0.9,failure
28.76,30.9,2.55,0.89,failure
28.78,30.66,2.61,0.92,failure
28.8,30.72,2.75,0.94,failure
28.82,31.03,2.92,0.93,failure
28.84,31.14,3.07,0.89,failure
28.86,31.43,3.05,0.85,failure
28.88,31.8,3.13,0.87,failure
28.9,31.73,3.05,0.92,failure
28.92,31.71,2.87,0.88,failure
28.94,31.89,2.91,0.83,failure
28.96,31.54,3.0,0.86,failure
28.98,31.26,3.18,0.88,failure
29.0,31.33,3.06,0.89,failure
29.02,31.69,3.17,0.93,failure
29.04,31.99,3.11,0.96,failure
29.06,31.56,3.04,0.97,failure
29.08,32.01,3.02,0.98,failure
29.1,31.89,3.01,0.95,failure
29.12,31.43,3.07,0.91,failure
29.14,31.01,3.08,0.92,failure
29.16,30.59,3.14,0.89,failure
29.18,30.75,3.28,0.9,failure
29.2,31.0,3.27,0.94,failure
29.22,30.8,3.07,0.91,failure
29.24,31.19,3.09,0.94,failure
29.26,31.59,3.1,0.98,failure
29.28,31.22,3.0,1.0,failure
29.3,31.0,3.09,0.99,failure
29.32,30.96,3.05,0.98,failure
29.34,30.57,3.07,0.98,failure
29.36,30.98,3.11,0.97,failure
29.38,30.56,3.25,0.93,failure
29.4,30.86,3.32,0.91,failure
29.42,30.42,3.36,0.94,failure
